overall,reviewText
5,sometim standard power cabl short case rearrang offic found despit neg review purchas two 10ft cabl experienc issu cabl heat review mention fit standard power socket great one rokit 5 studio monitor one second monitor highli recommend
5,power cord 18 gu length specifi look like power cord need longer cord qnap work perfectli much better look long extens cord
5,need longer standard comput power cord purchas one work perfectli move comput away wall outlet standard power cord short one work great highli recommend need power cord longer 6
4,great monitor tripp lite increasingli hard find reason four star four six port switch one unswitch cant turn ever one master descript indic imo bad design want abl turn six port individu like old tripp lite appear chang design bit show stopper someth consid base need like usb charg port front great power strip wish tripp lite would stuck old design made plug switchabl
5,get hard find surg protector fit monitor one work nice use sever featur like 1 connect back far enough apart fit wide plug 2 light front tell everyth protect previou devic surg protect wore never knew late lot surg protect crazi glossi black finish leav fingerprint live small inconveni
4,love monitor surg suppressor attract compar white one orang switch rememb led way bright especi sit dark place foggi tape mine bother room dark actual buy special tape purpos amazon one wish would button control devic asid easi set seem work well
4,nice compon old school style button outlet typic comp mon printer aux1 aux2 plastic around make dam good surg suppressor two built usb charg port nice addit tad expens like would recommend
4,return first one mani review experienc one button function monitor button mine would stay depress return receiv replac work perfectli continu work well sever month like form factor indic light provid excel oper statu seller provid excel servic resolv issu first unit highli recommend
5,use cabl replac voltag surg fri vga cabl run length activ build church cabl 100 feet long preinstal plug spike arrestor end awar remov reinstal pull though small hole problem instal perform video projector use cabl good pleas
5,love quick easi plenti outlet outlet slat rear orient vertic horizont ground bottom could mean rear dumb power brick goe sideway may interefer plug besid cheap pigtail plug extend would fix howev nice long heavi gaug power cord unit last forev purchas without hesit pic attach work progress
5,unit help clean foh main power amp rack band angel norteno tucson az combin power cord cabl 3 conductor 14awg pc power connector socket black 3 feet rack see make addit subtract audio compon anytim thx ray az
5,favorit rack mount power strip reason 14 outlet solid reliabl everi way boot ground lug back make easi sort ground loop hum 2 prong devic like receiv instal power strip
5,power strip need project work long power cabl work great plug rear well front work could somewhat hide strateg plug want accid unplug also realli like plastic cover power switch prevent accid would recommend friend
4,would given 5 star bracket bent see attach pictur refer bend back place plier like kind savag buy discount damag good unfortun full price damag good
3,design wise realli like unit biggest issu plug seem secur chassi pull pay attent plug move lot hole one pull good get 400 pdu wish plug connect littl solid use lab move thing around quit bit long term worri like star whole number review
5,fit perfectli 7u monopric wall mount rack cabl nice long come cover unus front outlet neg found cover bear get wiggl back forth bit final pop might leav enough deduct star cover power button keep random mistak happen well qualiti metal case heft help make wall mount rack stabl also adequ space port wall wart 90 degre wall wart cabl exit side may still cover port next happen modem use 1 foot extens cabl combat
