overall,vote,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime
5,,True,2016-05-17,A761AFI1I4FXB,B000067O6B,,Amazon Customer,"LOVE how effective & useful this is.  It not only does a great job to ensure privacy of delicate information, but it's also great for my eyes & easing eye fatigue since I work on the computer for so many hours a day.",Looove & Would Buy Again,1463443200.0
5,,True,2016-07-17,A1B1PA57E1U1LT,B000067RC4,"{'Color:': ' Black', 'Style:': ' Standard'}",scott,"I got this product to avoid having to switch audio outputs on my operating system when going from headphones to speakers, because it causes things to break sometimes (most full screen games lose audio until restart when you do this). It works perfectly.

The sound quality is just as clear through the splitter as it is without it, and both ends are synced.

The set up I use this for is 1 audio output on my OS, and it goes to my speakers and headphones. I leave the headphones on all the time and just toggle my speakers with their physical power button.

The only downside to this product is that it is an add-on item and it cant be bought without the prerequisite amount of items in the cart. But my annoyances with the add-on system doesn't warrant taking a star off so, it keeps the 5",Works exactly how I hoped it would,1468713600.0
5,,False,2016-08-07,A17BUUBOU0598B,B000067SPO,"{'Color:': ' Black', 'Length:': ' 10 feet'}",Mark,"These USB connector cables are reliable, meet specifications, and provide a great value.  They come in a variety of colors and lengths.  All of them come with the standard lifetime warranty.  And so far, I have yet to try one that did not work.

This cable was no exception.  I tested it with a standard printer and I had no issues.  If you are looking to connect a printer or scanner, this is by far the most common connection type.  Newer devices may be different though.

This is a good value for a reliable cable.",USB Cable Functions As Expected,1470528000.0
4,,False,2016-07-31,A1E50L7PCVXLN4,B000067SPO,"{'Color:': ' Black', 'Length:': ' 10 feet'}",Colinda,"This object is 118 inches long, mostly black, with a metal and plastic connector at each end. It is made in China. Yes, it is a cable.

I got the USB 2.0 A to B Cable, which connects a printer to a computer using USB. It is M/M, which means male and male, referring to the connectors. I measured it as 118"" instead of the claimed 120"" but there was a little slack so you could call it 12 feet. The label says there is a lifetime warranty and the URL is startech.com/support.

It seems fine.",Serviceable cable,1469923200.0
5,,False,2016-07-14,A3EXW4HNYX7HF5,B000067SPO,"{'Color:': ' Black', 'Length:': ' 10 feet'}",Atomic Tofu,"The StarTech USB2HAB10 is a decent cable all around.  Manufacturing is quite good for this standard USB 2.0 type cable.  The StarTech USB2HAB10 is a 10ft 24/28 AWG (American wire gauge) cable with nickel plated connectors.  The StarTech USB2HAB10 features StarTech's lifetime warranty.  Cable is tested with my Samsung laser printers, Epson scanner and hard drive docking station.",Good cables,1468454400.0
3,,True,2017-07-27,A21R7DR8YDYXZW,B000067SMI,"{'Size:': ' 20-Feet', 'Package Type:': ' Standard Packaging'}",XavierCole,"This cable was purchased to run from a computer to a 50"" TV on a wall that was being used as a large security camera monitor.  To run it through the wall, I ran it through a&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/DataComm-45-0001-WH-1-Gang-Recessed-Low-Voltage-Cable-Plate-White/dp/B00193U3O0/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">DataComm 45-0001-WH 1-Gang Recessed Low Voltage Cable Plate (White)</a>&nbsp;hoping to reduce cable strain.  I also secure the cable to the top of the wall with a zip tie that I screwed to the wall.  End result: No cable strain.

After only about 6 weeks of use, the TV would no longer get signal.  After some troubleshooting, I determined that it was the VGA cable.  I replaced it with a better quality (and higher priced) VGA and it worked great for 2 years.  At that point, I got a different computer and ended up ring VGA.

Overall, good price for the cable, but somewhat lacking in quality.","Decent price, a little lacking in quality.",1501113600.0
5,,True,2018-01-24,A2RIY8NSZJNH41,B000067SOH,,Chad,"This adapter was necessary for me to use the monitor I picked up at a garage sale.

The monitor had a DVI output port and cable included, but my PC's graphics card (GPU) only had an HDMI input port. To be sure, I asked what I would need and it was confirmed this would suit my needs. It does indeed do that. While it kinda sticks out a bit and perhaps isn't the most secure thing ever (avoid bumping it), it's probably the best adapter you can find. I'm entirely satisfied with my purchase.

Simple, cheap and does its just exactly how I needed it to. I wouldn't leave it exposed in a direction where someone or something moves a lot, as smacking it would probably dent the components or snap something, but I have my PC back against a wall where it belongs and have had no issues. No disconnections, no faulty pins, nothing. Works like a charm.","Simple, cheap and effective.",1516752000.0
5,,False,2017-01-18,AGEKVD8JPZQMT,B000067SOH,"{'Size:': ' DVI Female to VGA Male', 'Color:': ' Black'}",Matt,"This is a very good adapter.  It was simple to secure and worked immediately upon plugging in.  It is nice an snug, so a little tug doesn't pull this out at all.  Overall, I am pleased with this adapter and use it all the time.",Great adapter,1484697600.0
5,,False,2016-12-01,A4H4KYSM2KQ85,B000067SOH,"{'Size:': ' DVI Female to VGA Male', 'Color:': ' Black'}",Amazon Customer,"This is an adaptor that enables you to connect a DVI cable to a VGA port on your computer; in other words, it makes it possible to run a new monitor with an old computer. The adaptor has a male VGA plug that will fit into the VGA monitor socket on a desktop computer or laptop (usually, VGA sockets are colored blue). On the other end of the adaptor is a female DVI socket, to which you can plug a standard DVI cable. The adaptor is secured to the computer with short metal thumbscrews, which can also be turned with a slot screwdriver. There are additional mounting holes on the DVI end so that the cable can be secured to the adaptor with screws as well.

I carry this adaptor with my portable projector. The projector is new and doesn't have VGA input capabilities. The adaptor allows me to connect the projector to older laptops that only VGA output. Great tool--works like a charm!",Works great,1480550400.0
5,,False,2016-10-09,A3EXW4HNYX7HF5,B000067SOH,"{'Size:': ' DVI Female to VGA Male', 'Color:': ' Black'}",Atomic Tofu,"The StarTech.com DVI to VGA Cable Adapter - Black - F/M works great.  It does have limitations in that the adapter will only work for DVI-I and not DVI-D.  I hope the confusion will fully go away with hdmi and of course displayport.  DVI-I is Integrated, if you have D it will be Digital.  This is similar to when they had component analog and digital with some devices supporting one or the other and sometimes both.  DVI-I analog pins are directly compatible with VGA signaling.  Features StarTech's lifetime warranty.","Works great, for DVI-I",1475971200.0
1,,False,2016-09-26,A3CBCVHIK3G76X,B000067SOH,"{'Size:': ' DVI Female to VGA Male', 'Color:': ' Beige'}",Debra Brinkman,"We got this after looking around to be sure we were getting the right type of DVI (D, I, A?).

What we failed to look at was DVI to VGA vs. VGA to DVI.  So we could not use it in our planned way.  That was our mistake, certainly not something to blame the product for.

So we took this too church (my husband is in charge of all the tech there) to test it out there.  It isn't something we actually need to do, but we did have a monitor that we were interested in seeing if we could hook up to a different computer.

This part hooked up easily enough, but we could not actually get the computer signal over to the monitor.  We unplugged, replugged, made sure connections were secure, double checked that the computer and monitor were both working.  But we could not get the connection to work.",we could not get this to work,1474848000.0
